ADM4_EN,ADM4_UA,ADM4_RU,ADM4_PCODE,ADM3_EN,ADM3_UA,ADM3_RU,ADM3_PCODE,ADM2_EN,ADM2_UA,ADM2_RU,ADM2_PCODE,ADM1_EN,ADM1_UA,ADM1_RU,ADM1_PCODE,ADM0_EN,ADM0_UA,ADM0_RU,ADM0_PCODE,AREA_SQKM,ADM4_RP_LAT,ADM4_RP_LON,ADM0_CAPITAL,ADM1_CAPITAL,ADM2_CAPITAL,AMD3_CAPITAL,CODETOPO,ADM4_TYPE_EN,ADM4_TYPE_UA,SOV_ID,KOATUU,Minrehion,
Velyke Sadove,Велике Садове,Большое Садовое,UA0102029002,Kuibyshevska,Куйбишевська,Куйбышевский,UA0102029,Bakhchysaraiskyi,Бахчисарайський,Бахчисарайский,UA0102,Autonomous Republic of Crimea,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,0.24721535,44.639410,33.828168,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),0120455300,0120455301,UA01020290020050353,
Vysoke,Високе,Высокое,UA0102029003,Kuibyshevska,Куйбишевська,Куйбышевский,UA0102029,Bakhchysaraiskyi,Бахчисарайський,Бахчисарайский,UA0102,Autonomous Republic of Crimea,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,0.74160769,44.632630,33.959862,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),0120455300,0120455302,UA01020290030054725,
Male Sadove,Мале Садове,Малое Садовое,UA0102029004,Kuibyshevska,Куйбишевська,Куйбышевский,UA0102029,Bakhchysaraiskyi,Бахчисарайський,Бахчисарайский,UA0102,Autonomous Republic of Crimea,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,0.18251288,44.639483,33.841648,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),0120455300,0120455303,UA01020290040021024,
Novoulianivka,Новоульянівка,Новоульяновка,UA0102029005,Kuibyshevska,Куйбишевська,Куйбышевский,UA0102029,Bakhchysaraiskyi,Бахчисарайський,Бахчисарайский,UA0102,Autonomous Republic of Crimea,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,0.20591296,44.606988,33.865298,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),0120455300,0120455304,UA01020290050070320,
Tankove,Танкове,Танковое,UA0102029006,Kuibyshevska,Куйбишевська,Куйбышевский,UA0102029,Bakhchysaraiskyi,Бахчисарайський,Бахчисарайский,UA0102,Autonomous Republic of Crimea,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,1.07545301,44.658705,33.806603,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),0120455300,0120455305,UA01020290060054662,
Orlyne,Орлине,Орлиное,UA0102031001,Sevastopol,Севастополь,Севастополь,UA0102031,Bakhchysaraiskyi,Бахчисарайський,Бахчисарайский,UA0102,Autonomous Republic of Crimea,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,2.68451759,44.444367,33.778498,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),8500000000,8536390701,UA01020310010021633,
Honcharne,Гончарне,Гончарное,UA0102031002,Sevastopol,Севастополь,Севастополь,UA0102031,Bakhchysaraiskyi,Бахчисарайський,Бахчисарайский,UA0102,Autonomous Republic of Crimea,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,0.64553607,44.465729,33.699322,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),8500000000,8536390703,UA01020310020049917,
Kyzylove,Кизилове,Кизиловое,UA0102031003,Sevastopol,Севастополь,Севастополь,UA0102031,Bakhchysaraiskyi,Бахчисарайський,Бахчисарайский,UA0102,Autonomous Republic of Crimea,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,0.49686181,44.418516,33.766964,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),8500000000,8536390705,UA01020310030041665,
Novobobrivske,Новобобрівське,Новобобровское,UA0102031004,Sevastopol,Севастополь,Севастополь,UA0102031,Bakhchysaraiskyi,Бахчисарайський,Бахчисарайский,UA0102,Autonomous Republic of Crimea,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,0.50010191,44.501024,33.849535,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),8500000000,8536390709,UA01020310040035606,
Ozerne,Озерне,Озерное,UA0102031005,Sevastopol,Севастополь,Севастополь,UA0102031,Bakhchysaraiskyi,Бахчисарайський,Бахчисарайский,UA0102,Autonomous Republic of Crimea,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,0.16828244,44.477296,33.797692,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),8500000000,8536390711,UA01020310050051155,
Pavlivka,Павлівка,Павловка,UA0102031006,Sevastopol,Севастополь,Севастополь,UA0102031,Bakhchysaraiskyi,Бахчисарайський,Бахчисарайский,UA0102,Autonomous Republic of Crimea,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,0.10910301,44.448293,33.790630,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),8500000000,8536390713,UA01020310060088260,
Peredove,Передове,Передовое,UA0102031007,Sevastopol,Севастополь,Севастополь,UA0102031,Bakhchysaraiskyi,Бахчисарайський,Бахчисарайский,UA0102,Autonomous Republic of Crimea,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,0.83171529,44.510094,33.828323,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),8500000000,8536390715,UA01020310070070381,
Pidhirne,Підгірне,Подгорное,UA0102031008,Sevastopol,Севастополь,Севастополь,UA0102031,Bakhchysaraiskyi,Бахчисарайський,Бахчисарайский,UA0102,Autonomous Republic of Crimea,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,0.23006637,44.452202,33.823608,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),8500000000,8536390717,UA01020310080015829,
Rezervne,Резервне,Резервное,UA0102031009,Sevastopol,Севастополь,Севастополь,UA0102031,Bakhchysaraiskyi,Бахчисарайський,Бахчисарайский,UA0102,Autonomous Republic of Crimea,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,0.22576102,44.470110,33.674611,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),8500000000,8536390719,UA01020310090018188,
Rodnykivske,Родниківське,Родниковксое,UA0102031010,Sevastopol,Севастополь,Севастополь,UA0102031,Bakhchysaraiskyi,Бахчисарайський,Бахчисарайский,UA0102,Autonomous Republic of Crimea,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,0.89473181,44.463421,33.847544,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),8500000000,8536390721,UA01020310100043613,
Rozsoshanka,Розсошанка,Россошанка,UA0102031011,Sevastopol,Севастополь,Севастополь,UA0102031,Bakhchysaraiskyi,Бахчисарайський,Бахчисарайский,UA0102,Autonomous Republic of Crimea,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,0.3812729,44.480450,33.850477,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),8500000000,8536390723,UA01020310110010004,
Tylove,Тилове,Тыловое,UA0102031012,Sevastopol,Севастополь,Севастополь,UA0102031,Bakhchysaraiskyi,Бахчисарайський,Бахчисарайский,UA0102,Autonomous Republic of Crimea,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,0.54807607,44.442507,33.733329,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),8500000000,8536390725,UA01020310120097167,
Kolkhozne,Колхозне,Колхозное,UA0102031013,Sevastopol,Севастополь,Севастополь,UA0102031,Bakhchysaraiskyi,Бахчисарайський,Бахчисарайский,UA0102,Autonomous Republic of Crimea,Автономна Республіка Крим,Автономная Республика Крым,UA01,Ukraine,Україна,Украина,UA,0.11253713,44.474855,33.882313,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),8500000000,8536390707,UA01020310130018566,
